REF_DATE,GEO,DGUID,Age.at.time.of.death,Sex,Leading.causes.of.death..ICD.10.,Characteristics,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2022,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Tuberculosis [A16-A19],Rank of leading causes of death,Number,223,units,0,v41341045,1.1.1.3.1,33,,NA,NA,0
2001,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Tuberculosis [A16-A19],Number of deaths,Number,223,units,0,v41341046,1.1.1.3.2,108,,NA,NA,0
2002,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Tuberculosis [A16-A19],Number of deaths,Number,223,units,0,v41341046,1.1.1.3.2,102,,NA,NA,0
2003,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Tuberculosis [A16-A19],Number of deaths,Number,223,units,0,v41341046,1.1.1.3.2,93,,NA,NA,0
2004,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Tuberculosis [A16-A19],Number of deaths,Number,223,units,0,v41341046,1.1.1.3.2,70,,NA,NA,0
2005,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Tuberculosis [A16-A19],Number of deaths,Number,223,units,0,v41341046,1.1.1.3.2,87,,NA,NA,0
2006,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Tuberculosis [A16-A19],Number of deaths,Number,223,units,0,v41341046,1.1.1.3.2,90,,NA,NA,0
2007,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Tuberculosis [A16-A19],Number of deaths,Number,223,units,0,v41341046,1.1.1.3.2,93,,NA,NA,0
2008,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Tuberculosis [A16-A19],Number of deaths,Number,223,units,0,v41341046,1.1.1.3.2,92,,NA,NA,0
2009,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Tuberculosis [A16-A19],Number of deaths,Number,223,units,0,v41341046,1.1.1.3.2,61,,NA,NA,0
2010,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Tuberculosis [A16-A19],Number of deaths,Number,223,units,0,v41341046,1.1.1.3.2,67,,NA,NA,0
2011,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Tuberculosis [A16-A19],Number of deaths,Number,223,units,0,v41341046,1.1.1.3.2,76,,NA,NA,0
2012,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Tuberculosis [A16-A19],Number of deaths,Number,223,units,0,v41341046,1.1.1.3.2,68,,NA,NA,0
2013,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Tuberculosis [A16-A19],Number of deaths,Number,223,units,0,v41341046,1.1.1.3.2,82,,NA,NA,0
2014,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Tuberculosis [A16-A19],Number of deaths,Number,223,units,0,v41341046,1.1.1.3.2,81,,NA,NA,0
2015,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Tuberculosis [A16-A19],Number of deaths,Number,223,units,0,v41341046,1.1.1.3.2,107,,NA,NA,0
2016,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Tuberculosis [A16-A19],Number of deaths,Number,223,units,0,v41341046,1.1.1.3.2,88,,NA,NA,0
2017,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Tuberculosis [A16-A19],Number of deaths,Number,223,units,0,v41341046,1.1.1.3.2,90,,NA,NA,0
2018,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Tuberculosis [A16-A19],Number of deaths,Number,223,units,0,v41341046,1.1.1.3.2,84,,NA,NA,0
2019,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Tuberculosis [A16-A19],Number of deaths,Number,223,units,0,v41341046,1.1.1.3.2,71,,NA,NA,0
2020,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Tuberculosis [A16-A19],Number of deaths,Number,223,units,0,v41341046,1.1.1.3.2,99,,NA,NA,0
2021,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Tuberculosis [A16-A19],Number of deaths,Number,223,units,0,v41341046,1.1.1.3.2,110,,NA,NA,0
2022,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Tuberculosis [A16-A19],Number of deaths,Number,223,units,0,v41341046,1.1.1.3.2,119,,NA,NA,0
2001,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Whooping cough [A37],Rank of leading causes of death,Number,223,units,0,v41341047,1.1.1.4.1,45,,NA,NA,0
2002,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Whooping cough [A37],Rank of leading causes of death,Number,223,units,0,v41341047,1.1.1.4.1,45,,NA,NA,0
2003,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Whooping cough [A37],Rank of leading causes of death,Number,223,units,0,v41341047,1.1.1.4.1,44,,NA,NA,0
2004,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Whooping cough [A37],Rank of leading causes of death,Number,223,units,0,v41341047,1.1.1.4.1,45,,NA,NA,0
2005,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Whooping cough [A37],Rank of leading causes of death,Number,223,units,0,v41341047,1.1.1.4.1,44,,NA,NA,0
2006,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Whooping cough [A37],Rank of leading causes of death,Number,223,units,0,v41341047,1.1.1.4.1,45,,NA,NA,0
2007,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Whooping cough [A37],Rank of leading causes of death,Number,223,units,0,v41341047,1.1.1.4.1,45,,NA,NA,0
2008,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Whooping cough [A37],Rank of leading causes of death,Number,223,units,0,v41341047,1.1.1.4.1,45,,NA,NA,0
2009,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Whooping cough [A37],Rank of leading causes of death,Number,223,units,0,v41341047,1.1.1.4.1,45,,NA,NA,0
2010,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Whooping cough [A37],Rank of leading causes of death,Number,223,units,0,v41341047,1.1.1.4.1,45,,NA,NA,0
2011,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Whooping cough [A37],Rank of leading causes of death,Number,223,units,0,v41341047,1.1.1.4.1,43,,NA,NA,0
2012,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Whooping cough [A37],Rank of leading causes of death,Number,223,units,0,v41341047,1.1.1.4.1,43,,NA,NA,0
2013,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Whooping cough [A37],Rank of leading causes of death,Number,223,units,0,v41341047,1.1.1.4.1,43,,NA,NA,0
2014,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Whooping cough [A37],Rank of leading causes of death,Number,223,units,0,v41341047,1.1.1.4.1,43,,NA,NA,0
2015,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Whooping cough [A37],Rank of leading causes of death,Number,223,units,0,v41341047,1.1.1.4.1,45,,NA,NA,0
2016,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Whooping cough [A37],Rank of leading causes of death,Number,223,units,0,v41341047,1.1.1.4.1,46,,NA,NA,0
2017,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Whooping cough [A37],Rank of leading causes of death,Number,223,units,0,v41341047,1.1.1.4.1,43,,NA,NA,0
2018,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Whooping cough [A37],Rank of leading causes of death,Number,223,units,0,v41341047,1.1.1.4.1,43,,NA,NA,0
2019,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Whooping cough [A37],Rank of leading causes of death,Number,223,units,0,v41341047,1.1.1.4.1,43,,NA,NA,0
2020,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Whooping cough [A37],Rank of leading causes of death,Number,223,units,0,v41341047,1.1.1.4.1,45,,NA,NA,0
2021,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Whooping cough [A37],Rank of leading causes of death,Number,223,units,0,v41341047,1.1.1.4.1,47,,NA,NA,0
2022,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Whooping cough [A37],Rank of leading causes of death,Number,223,units,0,v41341047,1.1.1.4.1,46,,NA,NA,0
2001,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Whooping cough [A37],Number of deaths,Number,223,units,0,v41341048,1.1.1.4.2,0,,NA,NA,0
2002,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Whooping cough [A37],Number of deaths,Number,223,units,0,v41341048,1.1.1.4.2,0,,NA,NA,0
2003,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Whooping cough [A37],Number of deaths,Number,223,units,0,v41341048,1.1.1.4.2,1,,NA,NA,0
2004,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Whooping cough [A37],Number of deaths,Number,223,units,0,v41341048,1.1.1.4.2,0,,NA,NA,0
2005,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Whooping cough [A37],Number of deaths,Number,223,units,0,v41341048,1.1.1.4.2,1,,NA,NA,0
2006,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Whooping cough [A37],Number of deaths,Number,223,units,0,v41341048,1.1.1.4.2,0,,NA,NA,0
2007,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Whooping cough [A37],Number of deaths,Number,223,units,0,v41341048,1.1.1.4.2,0,,NA,NA,0
2008,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Whooping cough [A37],Number of deaths,Number,223,units,0,v41341048,1.1.1.4.2,1,,NA,NA,0
2009,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Whooping cough [A37],Number of deaths,Number,223,units,0,v41341048,1.1.1.4.2,1,,NA,NA,0
2010,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Whooping cough [A37],Number of deaths,Number,223,units,0,v41341048,1.1.1.4.2,1,,NA,NA,0
2011,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Whooping cough [A37],Number of deaths,Number,223,units,0,v41341048,1.1.1.4.2,3,,NA,NA,0
2012,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Whooping cough [A37],Number of deaths,Number,223,units,0,v41341048,1.1.1.4.2,3,,NA,NA,0
2013,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Whooping cough [A37],Number of deaths,Number,223,units,0,v41341048,1.1.1.4.2,1,,NA,NA,0
2014,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Whooping cough [A37],Number of deaths,Number,223,units,0,v41341048,1.1.1.4.2,2,,NA,NA,0
2015,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Whooping cough [A37],Number of deaths,Number,223,units,0,v41341048,1.1.1.4.2,0,,NA,NA,0
2016,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Whooping cough [A37],Number of deaths,Number,223,units,0,v41341048,1.1.1.4.2,0,,NA,NA,0
2017,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Whooping cough [A37],Number of deaths,Number,223,units,0,v41341048,1.1.1.4.2,1,,NA,NA,0
2018,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Whooping cough [A37],Number of deaths,Number,223,units,0,v41341048,1.1.1.4.2,1,,NA,NA,0
2019,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Whooping cough [A37],Number of deaths,Number,223,units,0,v41341048,1.1.1.4.2,2,,NA,NA,0
2020,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Whooping cough [A37],Number of deaths,Number,223,units,0,v41341048,1.1.1.4.2,0,,NA,NA,0
2021,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Whooping cough [A37],Number of deaths,Number,223,units,0,v41341048,1.1.1.4.2,0,,NA,NA,0
2022,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Whooping cough [A37],Number of deaths,Number,223,units,0,v41341048,1.1.1.4.2,0,,NA,NA,0
2001,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Scarlet fever and erysipelas [A38, A46]",Rank of leading causes of death,Number,223,units,0,v41341049,1.1.1.5.1,45,,NA,NA,0
2002,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Scarlet fever and erysipelas [A38, A46]",Rank of leading causes of death,Number,223,units,0,v41341049,1.1.1.5.1,45,,NA,NA,0
2003,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Scarlet fever and erysipelas [A38, A46]",Rank of leading causes of death,Number,223,units,0,v41341049,1.1.1.5.1,43,,NA,NA,0
2004,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Scarlet fever and erysipelas [A38, A46]",Rank of leading causes of death,Number,223,units,0,v41341049,1.1.1.5.1,45,,NA,NA,0
2005,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Scarlet fever and erysipelas [A38, A46]",Rank of leading causes of death,Number,223,units,0,v41341049,1.1.1.5.1,45,,NA,NA,0
2006,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Scarlet fever and erysipelas [A38, A46]",Rank of leading causes of death,Number,223,units,0,v41341049,1.1.1.5.1,42,,NA,NA,0
2007,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Scarlet fever and erysipelas [A38, A46]",Rank of leading causes of death,Number,223,units,0,v41341049,1.1.1.5.1,45,,NA,NA,0
2008,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Scarlet fever and erysipelas [A38, A46]",Rank of leading causes of death,Number,223,units,0,v41341049,1.1.1.5.1,43,,NA,NA,0
2009,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Scarlet fever and erysipelas [A38, A46]",Rank of leading causes of death,Number,223,units,0,v41341049,1.1.1.5.1,47,,NA,NA,0
2010,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Scarlet fever and erysipelas [A38, A46]",Rank of leading causes of death,Number,223,units,0,v41341049,1.1.1.5.1,46,,NA,NA,0
2011,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Scarlet fever and erysipelas [A38, A46]",Rank of leading causes of death,Number,223,units,0,v41341049,1.1.1.5.1,46,,NA,NA,0
2012,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Scarlet fever and erysipelas [A38, A46]",Rank of leading causes of death,Number,223,units,0,v41341049,1.1.1.5.1,46,,NA,NA,0
2013,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Scarlet fever and erysipelas [A38, A46]",Rank of leading causes of death,Number,223,units,0,v41341049,1.1.1.5.1,45,,NA,NA,0
2014,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Scarlet fever and erysipelas [A38, A46]",Rank of leading causes of death,Number,223,units,0,v41341049,1.1.1.5.1,44,,NA,NA,0
2015,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Scarlet fever and erysipelas [A38, A46]",Rank of leading causes of death,Number,223,units,0,v41341049,1.1.1.5.1,43,,NA,NA,0
2016,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Scarlet fever and erysipelas [A38, A46]",Rank of leading causes of death,Number,223,units,0,v41341049,1.1.1.5.1,44,,NA,NA,0
2017,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Scarlet fever and erysipelas [A38, A46]",Rank of leading causes of death,Number,223,units,0,v41341049,1.1.1.5.1,43,,NA,NA,0
2018,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Scarlet fever and erysipelas [A38, A46]",Rank of leading causes of death,Number,223,units,0,v41341049,1.1.1.5.1,46,,NA,NA,0
2019,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Scarlet fever and erysipelas [A38, A46]",Rank of leading causes of death,Number,223,units,0,v41341049,1.1.1.5.1,46,,NA,NA,0
2020,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Scarlet fever and erysipelas [A38, A46]",Rank of leading causes of death,Number,223,units,0,v41341049,1.1.1.5.1,45,,NA,NA,0
