Year,Leading_Cause_Death,Ranking,Number_Death
2019,"Legal intervention [Y35, Y89.0]",35,0
2020,"Legal intervention [Y35, Y89.0]",35,0
2021,"Legal intervention [Y35, Y89.0]",35,0
2022,"Legal intervention [Y35, Y89.0]",37,0
2018,"Operations of war and their sequelae [Y36, Y89.1]",35,0
2019,"Operations of war and their sequelae [Y36, Y89.1]",35,0
2020,"Operations of war and their sequelae [Y36, Y89.1]",35,0
2021,"Operations of war and their sequelae [Y36, Y89.1]",35,0
2022,"Operations of war and their sequelae [Y36, Y89.1]",37,0
2018,"Complications of medical and surgical care [Y40-Y84, Y88]",24,6
2019,"Complications of medical and surgical care [Y40-Y84, Y88]",25,5
2020,"Complications of medical and surgical care [Y40-Y84, Y88]",23,5
2021,"Complications of medical and surgical care [Y40-Y84, Y88]",21,13
2022,"Complications of medical and surgical care [Y40-Y84, Y88]",25,5
2018,Other causes of death,NA,1007
2019,Other causes of death,NA,1105
2020,Other causes of death,NA,1083
2021,Other causes of death,NA,1297
2022,Other causes of death,NA,2068
2018,"Total, all causes of death [A00-Y89]",NA,1375
2019,"Total, all causes of death [A00-Y89]",NA,1382
2020,"Total, all causes of death [A00-Y89]",NA,1358
2021,"Total, all causes of death [A00-Y89]",NA,1461
2022,"Total, all causes of death [A00-Y89]",NA,1616
2018,Salmonella infections [A01-A02],30,0
2019,Salmonella infections [A01-A02],28,0
2020,Salmonella infections [A01-A02],30,0
2021,Salmonella infections [A01-A02],28,0
2022,Salmonella infections [A01-A02],28,0
2018,"Shigellosis and amoebiasis [A03, A06]",30,0
2019,"Shigellosis and amoebiasis [A03, A06]",28,0
2020,"Shigellosis and amoebiasis [A03, A06]",30,0
2021,"Shigellosis and amoebiasis [A03, A06]",28,0
2022,"Shigellosis and amoebiasis [A03, A06]",28,0
2018,Tuberculosis [A16-A19],30,0
2019,Tuberculosis [A16-A19],28,0
2020,Tuberculosis [A16-A19],26,1
2021,Tuberculosis [A16-A19],28,0
2022,Tuberculosis [A16-A19],28,0
2018,Whooping cough [A37],30,0
2019,Whooping cough [A37],28,0
2020,Whooping cough [A37],30,0
2021,Whooping cough [A37],28,0
2022,Whooping cough [A37],28,0
2018,"Scarlet fever and erysipelas [A38, A46]",30,0
2019,"Scarlet fever and erysipelas [A38, A46]",28,0
2020,"Scarlet fever and erysipelas [A38, A46]",30,0
2021,"Scarlet fever and erysipelas [A38, A46]",28,0
2022,"Scarlet fever and erysipelas [A38, A46]",28,0
2018,Meningococcal infection [A39],30,0
2019,Meningococcal infection [A39],28,0
2020,Meningococcal infection [A39],30,0
2021,Meningococcal infection [A39],28,0
2022,Meningococcal infection [A39],28,0
2018,Sepsis [A40-A41],11,11
2019,Sepsis [A40-A41],14,7
2020,Sepsis [A40-A41],10,11
2021,Sepsis [A40-A41],16,10
2022,Sepsis [A40-A41],17,8
2018,Syphilis [A50-A53],30,0
2019,Syphilis [A50-A53],28,0
2020,Syphilis [A50-A53],30,0
2021,Syphilis [A50-A53],28,0
2022,Syphilis [A50-A53],28,0
2018,Acute poliomyelitis [A80],30,0
2019,Acute poliomyelitis [A80],28,0
2020,Acute poliomyelitis [A80],30,0
2021,Acute poliomyelitis [A80],28,0
2022,Acute poliomyelitis [A80],28,0
2018,"Arthropod-borne viral encephalitis [A83-A84, A85.2]",30,0
2019,"Arthropod-borne viral encephalitis [A83-A84, A85.2]",28,0
2020,"Arthropod-borne viral encephalitis [A83-A84, A85.2]",30,0
2021,"Arthropod-borne viral encephalitis [A83-A84, A85.2]",28,0
2022,"Arthropod-borne viral encephalitis [A83-A84, A85.2]",28,0
2018,Measles [B05],30,0
2019,Measles [B05],28,0
2020,Measles [B05],30,0
2021,Measles [B05],28,0
2022,Measles [B05],28,0
2018,Viral hepatitis [B15-B19],30,0
2019,Viral hepatitis [B15-B19],28,0
2020,Viral hepatitis [B15-B19],22,2
2021,Viral hepatitis [B15-B19],28,0
2022,Viral hepatitis [B15-B19],28,0
2018,Human immunodeficiency virus [HIV] disease [B20-B24],24,1
2019,Human immunodeficiency virus [HIV] disease [B20-B24],28,0
2020,Human immunodeficiency virus [HIV] disease [B20-B24],30,0
2021,Human immunodeficiency virus [HIV] disease [B20-B24],28,0
2022,Human immunodeficiency virus [HIV] disease [B20-B24],28,0
2018,Malaria [B50-B54],30,0
2019,Malaria [B50-B54],28,0
2020,Malaria [B50-B54],30,0
2021,Malaria [B50-B54],28,0
2022,Malaria [B50-B54],28,0
2018,Malignant neoplasms [C00-C97],1,383
2019,Malignant neoplasms [C00-C97],1,367
2020,Malignant neoplasms [C00-C97],1,399
2021,Malignant neoplasms [C00-C97],1,426
2022,Malignant neoplasms [C00-C97],1,402
2018,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour [D00-D48]",17,5
2019,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour [D00-D48]",13,8
2020,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour [D00-D48]",10,11
2021,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour [D00-D48]",15,11
2022,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour [D00-D48]",13,10
2018,Anaemias [D50-D64],24,1
2019,Anaemias [D50-D64],21,3
2020,Anaemias [D50-D64],17,5
2021,Anaemias [D50-D64],19,5
2022,Anaemias [D50-D64],19,5
2018,Diabetes mellitus [E10-E14],7,22
2019,Diabetes mellitus [E10-E14],7,34
2020,Diabetes mellitus [E10-E14],9,16
2021,Diabetes mellitus [E10-E14],6,24
2022,Diabetes mellitus [E10-E14],8,27
2018,Nutritional deficiencies [E40-E64],24,1
2019,Nutritional deficiencies [E40-E64],28,0
2020,Nutritional deficiencies [E40-E64],26,1
2021,Nutritional deficiencies [E40-E64],25,1
2022,Nutritional deficiencies [E40-E64],25,1
2018,"Meningitis [G00, G03]",30,0
2019,"Meningitis [G00, G03]",28,0
2020,"Meningitis [G00, G03]",30,0
2021,"Meningitis [G00, G03]",28,0
2022,"Meningitis [G00, G03]",28,0
2018,Parkinson's disease [G20-G21],10,16
2019,Parkinson's disease [G20-G21],12,13
2020,Parkinson's disease [G20-G21],13,9
2021,Parkinson's disease [G20-G21],11,15
2022,Parkinson's disease [G20-G21],18,6
2018,Alzheimer's disease [G30],13,8
2019,Alzheimer's disease [G30],11,14
2020,Alzheimer's disease [G30],10,11
2021,Alzheimer's disease [G30],10,17
2022,Alzheimer's disease [G30],13,10
2018,"Diseases of heart [I00-I09, I11, I13, I20-I51]",2,300
2019,"Diseases of heart [I00-I09, I11, I13, I20-I51]",2,278
2020,"Diseases of heart [I00-I09, I11, I13, I20-I51]",2,255
2021,"Diseases of heart [I00-I09, I11, I13, I20-I51]",2,242
2022,"Diseases of heart [I00-I09, I11, I13, I20-I51]",2,262
2018,"Essential hypertension and hypertensive renal disease [I10, I12, I15]",20,4
2019,"Essential hypertension and hypertensive renal disease [I10, I12, I15]",14,7
2020,"Essential hypertension and hypertensive renal disease [I10, I12, I15]",22,2
2021,"Essential hypertension and hypertensive renal disease [I10, I12, I15]",16,10
2022,"Essential hypertension and hypertensive renal disease [I10, I12, I15]",20,3
2018,Cerebrovascular diseases [I60-I69],4,73
2019,Cerebrovascular diseases [I60-I69],3,93
2020,Cerebrovascular diseases [I60-I69],3,80
2021,Cerebrovascular diseases [I60-I69],3,97
2022,Cerebrovascular diseases [I60-I69],3,90
2018,Atherosclerosis [I70],30,0
2019,Atherosclerosis [I70],18,4
2020,Atherosclerosis [I70],19,4
2021,Atherosclerosis [I70],23,2
2022,Atherosclerosis [I70],28,0
2018,Aortic aneurysm and dissection [I71],12,9
2019,Aortic aneurysm and dissection [I71],17,6
2020,Aortic aneurysm and dissection [I71],17,5
2021,Aortic aneurysm and dissection [I71],12,14
2022,Aortic aneurysm and dissection [I71],12,11
2018,Influenza and pneumonia [J09-J18],6,46
2019,Influenza and pneumonia [J09-J18],6,43
2020,Influenza and pneumonia [J09-J18],6,27
2021,Influenza and pneumonia [J09-J18],7,21
2022,Influenza and pneumonia [J09-J18],7,34
2018,Acute bronchitis and bronchiolitis [J20-J21],30,0
2019,Acute bronchitis and bronchiolitis [J20-J21],28,0
2020,Acute bronchitis and bronchiolitis [J20-J21],30,0
2021,Acute bronchitis and bronchiolitis [J20-J21],28,0
2022,Acute bronchitis and bronchiolitis [J20-J21],28,0
2018,Chronic lower respiratory diseases [J40-J47],3,79
2019,Chronic lower respiratory diseases [J40-J47],4,81
2020,Chronic lower respiratory diseases [J40-J47],5,56
2021,Chronic lower respiratory diseases [J40-J47],5,42
2022,Chronic lower respiratory diseases [J40-J47],6,62
2018,"Pneumoconioses and chemical effects [J60-J66, J68]",24,1
2019,"Pneumoconioses and chemical effects [J60-J66, J68]",24,1
2020,"Pneumoconioses and chemical effects [J60-J66, J68]",30,0
2021,"Pneumoconioses and chemical effects [J60-J66, J68]",25,1
2022,"Pneumoconioses and chemical effects [J60-J66, J68]",28,0
2018,Pneumonitis due to solids and liquids [J69],14,7
2019,Pneumonitis due to solids and liquids [J69],14,7
2020,Pneumonitis due to solids and liquids [J69],14,8
2021,Pneumonitis due to solids and liquids [J69],13,12
2022,Pneumonitis due to solids and liquids [J69],13,10
2018,Peptic ulcer [K25-K28],20,4
2019,Peptic ulcer [K25-K28],28,0
2020,Peptic ulcer [K25-K28],26,1
2021,Peptic ulcer [K25-K28],22,3
2022,Peptic ulcer [K25-K28],23,2
2018,Diseases of appendix [K35-K38],30,0
2019,Diseases of appendix [K35-K38],28,0
2020,Diseases of appendix [K35-K38],30,0
2021,Diseases of appendix [K35-K38],28,0
2022,Diseases of appendix [K35-K38],28,0
2018,Hernia [K40-K46],23,2
2019,Hernia [K40-K46],24,1
2020,Hernia [K40-K46],21,3
2021,Hernia [K40-K46],25,1
2022,Hernia [K40-K46],20,3
2018,"Chronic liver disease and cirrhosis [K70, K73-K74]",8,20
2019,"Chronic liver disease and cirrhosis [K70, K73-K74]",10,16
2020,"Chronic liver disease and cirrhosis [K70, K73-K74]",7,24
2021,"Chronic liver disease and cirrhosis [K70, K73-K74]",7,21
2022,"Chronic liver disease and cirrhosis [K70, K73-K74]",10,22
2018,Cholelithiasis and other disorders of gallbladder [K80-K82],16,6
2019,Cholelithiasis and other disorders of gallbladder [K80-K82],23,2
2020,Cholelithiasis and other disorders of gallbladder [K80-K82],22,2
2021,Cholelithiasis and other disorders of gallbladder [K80-K82],20,4
2022,Cholelithiasis and other disorders of gallbladder [K80-K82],20,3
2018,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",9,17
2019,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",9,17
2020,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",8,19
2021,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",9,19
2022,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",8,27
2018,"Infections of kidney [N10-N12, N13.6, N15.1]",24,1
2019,"Infections of kidney [N10-N12, N13.6, N15.1]",24,1
2020,"Infections of kidney [N10-N12, N13.6, N15.1]",30,0
2021,"Infections of kidney [N10-N12, N13.6, N15.1]",28,0
2022,"Infections of kidney [N10-N12, N13.6, N15.1]",28,0
2018,Hyperplasia of prostate [N40],30,0
2019,Hyperplasia of prostate [N40],28,0
2020,Hyperplasia of prostate [N40],30,0
2021,Hyperplasia of prostate [N40],28,0
2022,Hyperplasia of prostate [N40],25,1
2018,Inflammatory diseases of female pelvic organs [N70-N76],30,0
2019,Inflammatory diseases of female pelvic organs [N70-N76],28,0
2020,Inflammatory diseases of female pelvic organs [N70-N76],30,0
2021,Inflammatory diseases of female pelvic organs [N70-N76],28,0
2022,Inflammatory diseases of female pelvic organs [N70-N76],28,0
2018,"Pregnancy, childbirth and the puerperium [O00-O99]",24,1
2019,"Pregnancy, childbirth and the puerperium [O00-O99]",28,0
2020,"Pregnancy, childbirth and the puerperium [O00-O99]",30,0
2021,"Pregnancy, childbirth and the puerperium [O00-O99]",28,0
2022,"Pregnancy, childbirth and the puerperium [O00-O99]",28,0
2018,Certain conditions originating in the perinatal period [P00-P96],17,5
2019,Certain conditions originating in the perinatal period [P00-P96],18,4
2020,Certain conditions originating in the perinatal period [P00-P96],19,4
2021,Certain conditions originating in the perinatal period [P00-P96],20,4
2022,Certain conditions originating in the perinatal period [P00-P96],23,2
2018,"Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]",17,5
2019,"Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]",18,4
2020,"Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]",14,8
2021,"Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]",18,7
2022,"Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]",16,9
2018,"COVID-19 [U07.1, U07.2, U10.9]",NA,NA
2019,"COVID-19 [U07.1, U07.2, U10.9]",NA,NA
2020,"COVID-19 [U07.1, U07.2, U10.9]",30,0
2021,"COVID-19 [U07.1, U07.2, U10.9]",28,0
2022,"COVID-19 [U07.1, U07.2, U10.9]",4,72
2018,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",5,47
2019,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",5,57
2020,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",4,60
2021,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",4,54
2022,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",4,72
2018,"Intentional self-harm (suicide) [X60-X84, Y87.0]",14,7
2019,"Intentional self-harm (suicide) [X60-X84, Y87.0]",8,18
2020,"Intentional self-harm (suicide) [X60-X84, Y87.0]",16,7
2021,"Intentional self-harm (suicide) [X60-X84, Y87.0]",13,12
2022,"Intentional self-harm (suicide) [X60-X84, Y87.0]",11,16
2018,"Assault (homicide) [X85-Y09, Y87.1]",30,0
2019,"Assault (homicide) [X85-Y09, Y87.1]",21,3
2020,"Assault (homicide) [X85-Y09, Y87.1]",26,1
2021,"Assault (homicide) [X85-Y09, Y87.1]",28,0
2022,"Assault (homicide) [X85-Y09, Y87.1]",28,0
2018,"Legal intervention [Y35, Y89.0]",30,0
2019,"Legal intervention [Y35, Y89.0]",28,0
2020,"Legal intervention [Y35, Y89.0]",30,0
2021,"Legal intervention [Y35, Y89.0]",28,0
2022,"Legal intervention [Y35, Y89.0]",28,0
2018,"Operations of war and their sequelae [Y36, Y89.1]",30,0
2019,"Operations of war and their sequelae [Y36, Y89.1]",28,0
2020,"Operations of war and their sequelae [Y36, Y89.1]",30,0
2021,"Operations of war and their sequelae [Y36, Y89.1]",28,0
2022,"Operations of war and their sequelae [Y36, Y89.1]",28,0
2018,"Complications of medical and surgical care [Y40-Y84, Y88]",22,3
2019,"Complications of medical and surgical care [Y40-Y84, Y88]",24,1
2020,"Complications of medical and surgical care [Y40-Y84, Y88]",22,2
2021,"Complications of medical and surgical care [Y40-Y84, Y88]",23,2
2022,"Complications of medical and surgical care [Y40-Y84, Y88]",25,1
2018,Other causes of death,NA,290
2019,Other causes of death,NA,292
2020,Other causes of death,NA,324
2021,Other causes of death,NA,384
2022,Other causes of death,NA,445
2018,"Total, all causes of death [A00-Y89]",NA,9709
2019,"Total, all causes of death [A00-Y89]",NA,9834
2020,"Total, all causes of death [A00-Y89]",NA,10034
2021,"Total, all causes of death [A00-Y89]",NA,10222
2022,"Total, all causes of death [A00-Y89]",NA,11345
2018,Salmonella infections [A01-A02],36,0
2019,Salmonella infections [A01-A02],39,0
2020,Salmonella infections [A01-A02],39,0
2021,Salmonella infections [A01-A02],38,0
2022,Salmonella infections [A01-A02],39,0
2018,"Shigellosis and amoebiasis [A03, A06]",36,0
2019,"Shigellosis and amoebiasis [A03, A06]",39,0
2020,"Shigellosis and amoebiasis [A03, A06]",39,0
2021,"Shigellosis and amoebiasis [A03, A06]",38,0
2022,"Shigellosis and amoebiasis [A03, A06]",39,0
2018,Tuberculosis [A16-A19],33,1
2019,Tuberculosis [A16-A19],34,1
2020,Tuberculosis [A16-A19],39,0
2021,Tuberculosis [A16-A19],35,1
2022,Tuberculosis [A16-A19],34,3
2018,Whooping cough [A37],36,0
2019,Whooping cough [A37],39,0
2020,Whooping cough [A37],39,0
2021,Whooping cough [A37],38,0
2022,Whooping cough [A37],39,0
2018,"Scarlet fever and erysipelas [A38, A46]",36,0
2019,"Scarlet fever and erysipelas [A38, A46]",39,0
2020,"Scarlet fever and erysipelas [A38, A46]",39,0
2021,"Scarlet fever and erysipelas [A38, A46]",38,0
2022,"Scarlet fever and erysipelas [A38, A46]",39,0
2018,Meningococcal infection [A39],36,0
2019,Meningococcal infection [A39],34,1
2020,Meningococcal infection [A39],39,0
2021,Meningococcal infection [A39],35,1
2022,Meningococcal infection [A39],39,0
2018,Sepsis [A40-A41],16,48
2019,Sepsis [A40-A41],15,61
2020,Sepsis [A40-A41],17,45
2021,Sepsis [A40-A41],16,65
2022,Sepsis [A40-A41],15,73
2018,Syphilis [A50-A53],36,0
2019,Syphilis [A50-A53],39,0
2020,Syphilis [A50-A53],39,0
2021,Syphilis [A50-A53],38,0
2022,Syphilis [A50-A53],39,0
2018,Acute poliomyelitis [A80],36,0
2019,Acute poliomyelitis [A80],39,0
2020,Acute poliomyelitis [A80],39,0
2021,Acute poliomyelitis [A80],38,0
2022,Acute poliomyelitis [A80],39,0
2018,"Arthropod-borne viral encephalitis [A83-A84, A85.2]",36,0
2019,"Arthropod-borne viral encephalitis [A83-A84, A85.2]",39,0
2020,"Arthropod-borne viral encephalitis [A83-A84, A85.2]",39,0
2021,"Arthropod-borne viral encephalitis [A83-A84, A85.2]",38,0
2022,"Arthropod-borne viral encephalitis [A83-A84, A85.2]",39,0
2018,Measles [B05],36,0
2019,Measles [B05],39,0
2020,Measles [B05],39,0
2021,Measles [B05],38,0
2022,Measles [B05],39,0
2018,Viral hepatitis [B15-B19],29,4
2019,Viral hepatitis [B15-B19],29,5
2020,Viral hepatitis [B15-B19],30,6
2021,Viral hepatitis [B15-B19],27,10
2022,Viral hepatitis [B15-B19],27,10
2018,Human immunodeficiency virus [HIV] disease [B20-B24],36,0
2019,Human immunodeficiency virus [HIV] disease [B20-B24],34,1
2020,Human immunodeficiency virus [HIV] disease [B20-B24],34,2
2021,Human immunodeficiency virus [HIV] disease [B20-B24],32,5
2022,Human immunodeficiency virus [HIV] disease [B20-B24],31,4
2018,Malaria [B50-B54],36,0
2019,Malaria [B50-B54],39,0
2020,Malaria [B50-B54],39,0
2021,Malaria [B50-B54],38,0
2022,Malaria [B50-B54],39,0
2018,Malignant neoplasms [C00-C97],1,2683
2019,Malignant neoplasms [C00-C97],1,2812
2020,Malignant neoplasms [C00-C97],1,2827
2021,Malignant neoplasms [C00-C97],1,2899
2022,Malignant neoplasms [C00-C97],1,2873
2018,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour [D00-D48]",14,73
2019,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour [D00-D48]",16,60
2020,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour [D00-D48]",13,72
2021,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour [D00-D48]",15,69
2022,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour [D00-D48]",17,51
2018,Anaemias [D50-D64],18,25
2019,Anaemias [D50-D64],22,21
2020,Anaemias [D50-D64],23,22
2021,Anaemias [D50-D64],20,26
2022,Anaemias [D50-D64],23,17
2018,Diabetes mellitus [E10-E14],6,286
2019,Diabetes mellitus [E10-E14],6,317
2020,Diabetes mellitus [E10-E14],6,361
2021,Diabetes mellitus [E10-E14],6,359
2022,Diabetes mellitus [E10-E14],7,362
2018,Nutritional deficiencies [E40-E64],29,4
2019,Nutritional deficiencies [E40-E64],30,3
2020,Nutritional deficiencies [E40-E64],31,4
2021,Nutritional deficiencies [E40-E64],30,7
2022,Nutritional deficiencies [E40-E64],34,3
2018,"Meningitis [G00, G03]",32,2
2019,"Meningitis [G00, G03]",34,1
2020,"Meningitis [G00, G03]",36,1
2021,"Meningitis [G00, G03]",38,0
2022,"Meningitis [G00, G03]",31,4
2018,Parkinson's disease [G20-G21],10,114
2019,Parkinson's disease [G20-G21],12,103
